Id,Nombre,Name
2597,Paella,Paella
2596,Paella marinera,Seafood paella
2159,Palmera,Butterfly cookies
882,"Palmito, en conserva","Palm heart, canned"
830,"Palometa, cruda","Derbio, frozen, raw"
871,"Palomitas de maíz, sin aceite, sin sal","Pop corn, without oil, without salt"
2160,"Pan blanco, de barra",White bread
1064,"Pan blanco, de barra, sin sal","White bread, without salt"
2161,"Pan blanco, de molde, tostado","Bread, sliced, toasted"
2162,"Pan blanco, frito","White bread, fried"
1066,"Pan blanco, tipo ""baguette""","White bread, ""baguette"" type"
2165,"Pan blanco, tostado","White bread, toasted"
2166,"Pan blanco, tostado sin sal","White bread, toasted, without salt"
1067,Pan de avena,Oat bread
1070,Pan de cebada,Barley bread
2167,Pan de centeno,Rye bread
2168,Pan de leche,Milk bread
1071,Pan de maíz,Corn bread
2163,Pan integral,Whole wheat bread
2164,"Pan integral, de molde, tostado","Bread, whole wheat, sliced, toasted"
2169,"Pan integral, sin sal","Whole wheat bread, without salt"
2170,"Pan integral, tostado","Whole bread, toasted"
2171,Pan rallado,Breadcrumbs
2173,Pan tostado integral,"Whole wheat bread, toast"
2174,"Pan, tipo hamburguesa",Burguer bread
2283,"Panceta, frita","Bacon, fried"
2351,"Panga, cruda","Iridescent shark, raw"
1008,"Papaya, cruda","Papaya, without skin, raw"
2239,Paraguaya,Flat peach
1118,"Pasta alimenticia, con huevo, cruda","Pasta, with egg, raw"
1072,"Pasta alimenticia, con huevo, hervida","Pasta, with egg, boiled"
1073,"Pasta alimenticia, con vegetales, cruda","Pasta, with vegetables, raw"
1117,"Pasta alimenticia, cruda","Pasta, raw"
1074,"Pasta alimenticia, integral, cruda","Pasta, whole, raw"
1076,"Pasta alimenticia, integral, hervida","Pasta, whole, boiled"
1077,"Pasta alimenticia, rellena con carne, hervida","Pasta, filled with meat, boiled"
2240,Pasta de fruta,Fruit paste
2567,Pasta de sésamo,Tahini
2175,Pastas de te,Tea cookie
2658,Pastel,Cake
1115,Pastel con fruta confitada,Fruit cake
1116,Pastel de chocolate,Chocolate cake
1078,Pastel de manzana,Apple cake
2402,"Patata, asada","Potato, roast"
2403,"Patata, cruda","Potato, raw"
883,"Patata, frita con aceite s/e, sin sal","Potato, fried in oil unspecified, without salt"
2404,"Patata, hervida","Potato, boiled"
2405,"Patata, prefrita, congelada","Potato, prefried, frozen"
884,"Patata, salteada con aceite girasol","Potato, sauteed, with sunflowerseed oil"
870,"Patatas chips, ""lights""","Potato crips, low calorie"
2594,"Patatas, fritas, chips",Chips
2284,"Pate de higado de cerdo, 30% de grasa","Pork liver pate, fat 30%"
968,Paté de pimienta,Pepper paté
969,"Pato, entero, asado","Duck, whole, roasted"
976,"Pato, entero, crudo","Duck, whole, raw"
2285,"Pavo, crudo","Turkey, raw"
2286,"Pavo, fiambre",Turkey luncheon meat
2287,"Pavo, fiambre, bajo en grasa","Turkey luncheon meat, low fat"
1059,"Pavo, muslo, con piel, crudo","Turkey, leg, with skin, raw"
2288,"Pavo, pechuga, con piel, crudo","turkey, breast, with skin, raw"
990,"Pavo, pechuga, sin piel, a la plancha","Turkey, breast, without skin, grilled"
2406,Pepinillos en vinagre,Pickled gherkin
2407,Pepino,Cucumber
2241,Pera,Pear
1013,"Pera, enlatada en almíbar","Pear, canned, in syrup"
831,"Perca, al horno","Perch, baked"
832,"Perca, cruda","Perch, raw"
2352,Percebe, goose barnacle 
2289,"Perdiz, cruda","Partridge, raw"
2593,"Perejil, fresco","parsley, fresh"
1174,"Pescadilla, congelada, cruda","Whiting, frozen, raw"
834,"Pescadilla, rebozada en harina, frita","Whiting, coated in batter, fried"
2354,"Pescado, genérico",Fish
928,"Petit líquido, sabor fresa","Petit type cheese, liquid, strawberry flavour"
924,"Petit suïsse, cereales y fruta","Petit-suisse type cheese, with cereal and fruit"
926,"Petit suisse, chocolate","Petit-suisse type cheese, chocolate flavour"
927,"Petit suisse, fresa","Petit-suisse type cheese, strawberry flavour"
1007,"Petit Suisse, natural azucarado","Petit-suisse type cheese, plain, with sugar"
835,"Pez espada, crudo","Swordfish, raw"
2356,"Pez espada, emperador, plancha","Swordfish, griddle"
977,"Pichón, sin piel, asado","Pigeon, part n/e, without skin, roasted"
2357,"Pijota, cruda","Young hake, raw"
2592,"Pimentón, en polvo","paprika, powder"
2591,"Pimienta, blanca",white pepper
2590,"Pimienta, negra",Black pepper
2408,"Pimiento morrón, en conserva","Sweet pepper, whole, canned"
2409,"Pimiento rojo, crudo","Red pepper, raw"
2410,"Pimiento, frito","Pepper, fried"
2242,Piña,Pineapple
2243,Piña en almíbar,Syrup pineapple
1167,"Piña, enlatada en su jugo","Pineapple, canned, in juice"
2244,Piñon,Pine nut
2203,"Piñón, crudo, con cáscara","Pine nut, raw, in shell"
2204,Pipa de calabaza,Pumpkin seeds
2205,Pipa de girasol,Sunflower seeds
2206,"Pipas de girasol, peladas, con sal","Sunflower seeds, peeled, with salt"
2207,Pistacho,Pistachio nut
2589,"Pizza, precocinada","Pizza, precooked"
2245,Plátano,Banana
836,"Platija, al vapor","Wide-eyed flounder, steamed"
837,"Platija, cruda","Wide-eyed flounder, raw"
2290,"Pollo empanado, frito","Breaded chicken, fried"
2291,"Pollo, ala, con piel, cruda","Chicken, wing, with skin, raw"
980,"Pollo, entero, con piel, asado","Chicken, whole, with skin, roasted"
2292,"Pollo, entero, con piel, crudo","chicken, whole, with skin, raw"
2293,"Pollo, fiambre",Chicken luncheon meat
2294,"Pollo, fiambre, bajo en grasa","Chicken luncheon meat, low fat"
2295,"Pollo, frito","Chicken, fried"
992,"Pollo, muslo, con piel, asado","Chicken, leg, with skin, roasted"
993,"Pollo, muslo, con piel, crudo","Chicken, leg, with skin, raw"
2296,"Pollo, parte sin especificar","Chiken, part not specified"
994,"Pollo, pechuga, con piel, crudo","Chicken, breast, with skin, raw"
2297,"Pollo, pechuga, plancha","Chiken, breast, grilled"
2246,Pomelo,Grapefruit
2495,Preparado lácteo con omega 3,Dairy product with omega 3
2588,Pudding de pasas,Raisin pudding
2411,"Puerro, crudo y congelado","Leek, raw, frozen"
2412,"Puerro, en conserva","Leek, canned"
2298,"Pulmón, de cerdo, crudo","Pork lung, raw"
2299,"Pulmón, de cordero, crudo","Lamb lung, raw"
2300,"Pulmón, de ternera, crudo","Veal lung, raw"
2471,Pulpo,Octopus
2374,"Pulpo, hervido","Octopus, boiled"
886,"Puré de patata y queso, en copos","Mashed potato and cheese, flakes"
888,"Puré de patata, con verduras, en copos","Mashed potato with vegetables, flakes"
2413,"Puré de patata, en copos","mashed potato, flakes"
2414,"Puré de patatas y champiñones, en copos","Mashed potatoes and mushrooms, flakes"
887,"Puré, de patata, con leche","Mashed potato with milk, flakes"
