Id,Nombre,Name
995,"Vaca/buey, parte s/e, asado","Beef, part n/e, roasted, with separable fat"
997,"Vaca/buey, parte s/e, estofado","Beef, part n/e, stewed, with separable fat"
996,"Vaca/buey, solomillo, a la plancha","Beef, sirloin, grilled"
981,"Vaca/buey, solomillo, crudo","Beef, sirloin, raw"
2709,"Vacuno, hígado, crudo","Veal, offals, liver, raw"
2707,"Vacuno, mollejas, crudas","Veal, offals, gizzard, raw"
2558,Vainilla,Vanilla
1095,"Vermut, s/e","Vermuth, n/e"
2637,Vieira,Scallop
846,"Vieja, cruda","Parrot fish, raw"
2557,Vinagre balsámico,Balsamic vinegar
2556,Vinagre de manzana,Apple vinegar
2124,Vinagre de vino,Wine vinegar
2462,Vino blanco,White wine
2463,"Vino dulce, tipo oporto","Sweet wine, ""oporto"" type"
2464,Vino rosado,"Wine, rose"
2465,Vino tinto,Red wine
1092,Vodka,Vodka
847,"Volador, crudo","Flying fish, raw"
