Id,Nombre,Name
1046,"Galleta ,tipo ""digestiva"", con chocolate","Cookie, ""digestive"" type, with chocolate"
2672,Galleta salada,"Cookie, salted"
1048,"Galleta, barquillo, con jalea de frutas","Biscuit, fruit jam filled, comercial"
1050,"Galleta, cubierta de chocolate","Cookie, chocolate covered"
2673,"Galleta, genérico",Cookie
1102,"Galleta, tipo ""Digestiva""","Cookie, ""digestive"" type"
2674,Galletas integrales,Crackers
875,"Galletas saladas, con queso","Cookies, salted, with cheese"
2675,Galletas tipo maria,Maria crackers
1051,"Galletas, con chocolate, tipo ""cookies""","Cookie, with chocolate"
1052,"Galletas, de mantequilla",Butter cookie
975,"Gallina, entera, cruda","Hen, whole, raw"
2336,Gallo,Fourspotted megrim
816,"Gamba quisquilla, congelada","Shrimp, frozen, raw"
817,"Gamba roja, cruda","Red shrimp, frozen, peeled, raw"
2337,"Gamba, hervida","Shrimp, boiled"
2191,"Garbanzo, en conserva","Chickpea, canned"
2192,"Garbanzo, hervido","Chickpea, boiled"
1020,"Garbanzo, seco, crudo","Chickpea, dried, raw"
2614,Gazpacho,"Cold vegetal soup, gazpacho"
2613,Gelatina,Jelly
1111,Germen de trigo,Wheat germ
2441,Ginebra,Gin
2676,Gofio,Gofio
2612,Gomasio,Gomasio
2652,"Gominola, genérica",Jelly
2226,Granada,Pomegranate
2547,Grasa de pollo,Chiken fat
2396,Grelo,Turnip greens
1185,"Grosella negra, cruda","Black currant, raw"
999,"Grosella, cruda","Red currant, raw"
1166,"Guayaba, enlatada en almíbar","Guava, canned in syrup"
938,"Guayaba, sin piel, cruda","Guava, without skin, raw"
2611,"Guindilla, en polvo","Chili or hotpepper, powder"
2610,"Guindilla, picante",Chili or hot pepper
1175,"Guisante, congelado, crudo","Pea, frozen, raw"
1045,"Guisante, congelado, hervido","Pea, frozen, boiled"
1049,"Guisante, seco, crudo","Pea, dried, raw"
2193,Guisantes en conserva,"Pea, canned"
2609,Gusanito,"Snack, ""gusanito"" type"
